Nombre,Citas,Correo,Afiliación,Temas de Interés
Edgar Antonio Barragán-Escandón PhD.   ORCID: https://orcid.org/0000-0003-2254-2524,695,ups.edu.ec,Professor of Renewable Energy - Universidad Politécnica Salesiana Ecuador -,"Environment, Renewable Energy, Environmental Impact, Sustainable Cities"
Jose Ramirez,694,epn.edu.ec,Profesor,"matematicas, economia"
Jose Javier Alio Mingo,692,espam.edu.ec,Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,"Aquaculture, Fisheries, population dynamics, Environmental impact assessment"
RONALD JAVIER CARRASCO MERCHAN,692,unemi.edu.ec,"Estudiante,Universidad Estatal de Milagro",Ingenieria
Mariana Carrillo Mosquera,691,ups.edu.ec,Professor of Pedagogy - Universidad Politécnica Salesiana Ecuador - Pedagogy,"Education, Pedagogy, Childhood Rights, Natural Sciences, Environmental Education"
Monica Llanos Encalada- https://orcid.org/0000-0003-3746-8910,689,ecotec.edu.ec,Universidad Ecotec,Gestión del Talento Humano/Psicología
CHRISTIAN AMABLE VALLEJO TORRES,689,uteq.edu.ec,Profesor Titular de la Universidad Técnica Estatal de Quevedo,Ciencia de los alimentos
Zila Isabel Esteves Fajardo,687,ug.edu.ec,Universidad de Guayaquil,Pedagogía -Psicología-Educación Parvularia.
ARMANDO REYNA-BELLO,687,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,"Immunology, Molecular Biology, haemoparasite Trypanosoma Anaplasma …"
Patricio J. Cáceres (ORCID: 0000-0002-4651-4387),687,espol.edu.ec,"Facultad de Ingeniería en Mecánica y Ciencias de la Producción, Escuela Superior …","Ingeniería en Alimentos, procesos, alimentos funcionales, lácteos y cárnicos"
Maribel Cuello Pérez,686,utelvt.edu.ec,"Profesora de Química de la Universidad Técnica Luis Vargas Torres de Esmeralda, Ecuador","inmunologia, bromatologia, microbbiologia para alimentos, vacunas, diagnosticadores"
JAZMÍN ALEXANDRA PEREZ SALAZAR,684,unemi.edu.ec,"Universidad Estatal de Milagro, UNEMI","comercio exterior, economía internacional, international business"
Viviana Yánez Mendizábal,684,udla.edu.ec,"Universidad de las Américas, AgroScience & Food Research group","Patología vegetal, control biológico, producción de biopesticidas"
Lupe Montes Torres,684,utpl.edu.ec,Estudiante de la Universidad Particular de Loja,EL APORTE DE LA INVESTIGACIÓN EN LA …
MI Punín,683,utpl.edu.ec,Universidad Técnica Particular de Loja. UTPL,"Comunicación, Periodismo, Educación"
Ana Maria Poveda,680,uce.edu.ec,Profesor,"Genomics, DNA Replication"
Marcos Lenin Davila Cedeño,680,utm.edu.ec,Universidad Técnica de Manabi,Electricidad
Richard Rivera,679,epn.edu.ec,Escuela Politécnica Nacional,"Computer Security, Program Analysis, Malware analysis, Machine learning"
Jorge Cordero,679,utpl.edu.ec,Universidad Técnica Particular de Loja (UTPL),"Artificial Intelligence, Affective Computing, Ambient Intelligence, Computer Vision"
JOSE MISAEL MERO ALARCON,679,utelvt.edu.ec,computación,mecánica industrial
MERCEDES INES COBOS YUPA,679,unemi.edu.ec,UNIVERSIDAD ESTATAL DE MILAGRO,Relativo general
Vanessa Benavides,679,unemi.edu.ec,Estudiante UNEMI,"literatura infantil, importancia de los cuento, Aplicación de paratextos"
Juan Carlos Rocha-Hoyos,677,espoch.edu.ec,Escuela Superior Politécnica del Chimborazo,"Ingeniería Automotriz, Emisiones, Tren de Motriz Potencia"
Luis Roberto Asencio Cristobal,677,ug.edu.ec,Docente-Investigador SENESCYT No. REG INV 18-02179 - ORCID 0000-0003-3059-6389,"Administración, Economía, Comercio Internacional"
Paola Cabrera-Solano,677,utpl.edu.ec,"Universidad Técnica Particular de Loja. EFL Learning, Teaching and Technology Research …","EFL, linguistics, language, technology, education"
Jaime Padilla-Verdugo (ORCID: 0000-0003-0569-7217),676,ups.edu.ec,Universidad Politécnica Salesiana del Ecuador,"Educación superior, Evaluación educativa, Teología Pastoral"
MICHELLE JOAMELI RIOFRIO PAZMIÑO,676,unemi.edu.ec,ESTUDIANTE UNEMI,"NARRACION DE CUENTOS, DESARROLLO DE CAPACIDADES, ESTRATEGIAS DOCENTES, CAPACITACION DOCENTE, IMPORTANCIA VISUAL"
JEAN CARLOS ANDAGOYA JACOME,675,ug.edu.ec,"Estudiante de Ingeniería en Sistemas Computacionales, Universidad de Guayaquil","Inteligencia artificial, Desarrollo Web"
Liliana Enciso Quispe,674,utpl.edu.ec,Universidad Técnica Particular de Loja,"Redes Ad Hoc, Protocols, Education, Technology, Tools"
Robert Alvarez Ochoa (ORCID: 0000-0002-2431-179X),673,ucacue.edu.ec,Investigador UCACUE-EC | MsC Educación UCACUE-EC | Mgs. Nutrición UEES-EC |,"Educación, Tecnología, Nutrición, Medicina"
Fernando Oñate-Valdivieso,672,utpl.edu.ec,Universidad Tecnica Particular de Loja,"Hydrology, Water resources, GIS applications, Remote Sensing"
Gabriel Iturralde,671,udla.edu.ec,Investigador,"Orchidology, Ecology, Evolution"
Alex Valle,671,iaen.edu.ec,IAEN,"Derechos Humanos, Migración, Criminología, Trata de Personas, DIP"
Elisa Toledo,670,utpl.edu.ec,Universidad Técnica Particular de Loja,"Economía ambiental, econometría de panel, series de tiempo, comportamiento ambiental"
César Iván Casanova-Villalba,670,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Contabilidad General, Contabilidad de Costos, Ciencias Administrativa, Auditoría, Finanzas"
David Clotario  Calero Zambrano,670,utm.edu.ec,Universidad Técnica de Manabi,Ciencias Sociales
Iker Garcia-Garizabal,669,espol.edu.ec,Tragsatec,"recursos hídricos, riego, agricultura, agua subterránea, cambio climático"
Patricia L. Suarez Riofrio,669,espol.edu.ec,Escuela Superior Politécnica del Litoral - ESPOL,Vision / Deep Learning / Big Data / Security …
María de Fátima León,668,umet.edu.ec,Profesora Metodología de la Investigación,"Marketing, Responsabilidad Social, Finanzas, Metodología de Investigación"
Renata Anai Lopez Taza,667,unach.edu.ec,"Estudiante de comunicación, Universidad Nacional de Chimborazo","Comunicación, ciencia, cultura"
D. Rivas-Lalaleo,665,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,TIC´s
andrea ortiz,665,itb.edu.ec,Instituto Superior Tecnológico Bolivariano,Administración
Sidney Danny Morales Lasso,665,uagraria.edu.ec,Universida Agraria del Ecuador,"Cartografía, oceonografía, contaminación atmosférica"
Christian Tutivén Gálvez (ORCID:0000-0001-6322-4608),664,espol.edu.ec,"Professor of Mechatronics, Escuela Superior Politécnica del Litoral (ROR 04qenc566) …","wind turbines, condition monitoring, structural healh monitoring, SCADA, machine learning"
Anderson Flores Flores,664,uta.edu.ec,Universidad Técnica de Ambato,"neuropatía, psicología, psicopedagogía"
Dennis Denis Ávila,663,uteq.edu.ec,Museo Nacional de Historia Natural,"Ecología, bioestadística, metodología, ecoinformática"
Ileana Herrera,662,uees.edu.ec,Universidad Espíritu Santo,"Ecology, Conservation Biology, Biological Invasions"
PhD Mónica Mayorga Díaz,662,uniandes.edu.ec,"Profesora investigadora, Universidad Regional Autónoma de Los Andes - Universidad de …","auditoría, responsabilidad social, contabilidad ambiental, control interno, gestión del conocimiento"
Carmen Lisbeth Leon Vacacela,662,ueb.edu.ec,"Estudiante de Enfermería, Universidad Estatal de Bolívar",Medicina
MAVERICK LUCCETTY FRANCO CONDO,661,unemi.edu.ec,maritza sylva,"educacion inicial, lenguaje infantil, curriculo escolar"
Ronald Paul Barrezueta Peña,660,utmachala.edu.ec,Estudiante - Universidad Técnica de Machala,"Psicologia Clinica, Psicologia, Psicoterapia, Modelo Cognitivo Conductual."
Wilfredo Franco,660,ikiam.edu.ec,Universidad Regional Amazónica Ikiam y Universidad de Los Andes,"Suelos, Ecologia, Biodiversidad, Desarrollo Rural"
Juan  T. Calderon Cisneros,659,unemi.edu.ec,"Docente Titular Universidad Estatal de Milagro_FCS, Guayaquil, Ecuador","Estadistica, Bioestadistica, Geoestadistica, Informatica, Desarrollo Social"
Gabriela N. Tenea,659,utn.edu.ec,Assoc. Prof. Dr. Universidad Técnica del Norte/ Technical University of the North,"Natural Sciences, molecular biology, genetics"
Daniela PhD Penafiel,659,espol.edu.ec,ESPOL,Nutrition - Rural Development
Diego Quito Avila,659,espol.edu.ec,"Professor of Plant Virology, Escuela Superior Politécnica del Litoral (ROR 04qenc566) …",Plant Virology
Juan Carlos Romero-Benavides,657,utpl.edu.ec,Universidad Técnica Particular de Loja,"cancer, natural products, organic chemistry, natural product derivatization"
Christian León,657,uasb.edu.ec,Universidad Andina Simón Bolívar,"cine, video, cultura popular, colonialidad, medios"
"HERRERA-FREIRE, Alex Humberto. Mgs.",657,utmachala.edu.ec,Universidad Técnica de Machala,"CONTABILIDAD, AUDITORIA, FINANZAS, TRIBUTACIÓN"
GLORIA ESTEFANIA TEJADA ROMERO,657,unemi.edu.ec,Estudiante Unemi,NARACCION VOCABULARIO DE LOS …
César Agusto Catucuago,657,uniandes.edu.ec,ESTUDIANTE UNIANDES,Jurisprudencia
Andrés Robalino-López,656,epn.edu.ec,"Associate Professor, Escuela Politécnica Nacional","Complex Systems, Technology and Innovation Management, Entrepreneurship Ecosystems, Organization Behavior, Environmental Managem"
Cecilia Parra Ferié,655,espam.edu.ec,Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,"Gestión de los servicios, servucción, gestión por competencias, gestión de la seguridad y salud ocupacional"
John Cajas Guijarro,655,uce.edu.ec,Universidad Central del Ecuador,"economía política, economía del desarrollo, econometría, economía ecuatoriana, comercio internacional"
Patricio Barberan Cevallos,655,uleam.edu.ec,"Profesor, Universidad Laica Eloy Alfaro de Manabí","industria de alimentos, pedagogía, didactica"
María Elena Infante Miranda,653,uniandes.edu.ec,Universidad Regional Autónoma de los Andes,"Metodología de la investigación, Pedagogía, Didáctica de la lengua y la literatura, Comunicación"
SANDRA CECILIA MUNOZ MACIAS,653,uteq.edu.ec,Universidad Tecnica Estatal de Quevedo,"Administración, Pymes, Talento Humano, Marketing, Clima Organizacional"
Fredy Rivera Vélez,652,flacso.edu.ec,Flacso Sede Ecuador,"seguridad nacional, estudios estratégicos, inteligencia, relaciones internacionales, identidades sociales"
Carlos Avila,652,ute.edu.ec,"Professor of Civil Engineering, UTE University","computational mechanics, mechanics of materials, granular matter, DEM, FEM"
Jenny Pontón,651,flacso.edu.ec,Facultad Latinoamericana de Ciencias Sociales,"Género, comunicación, feminismos, violencia, seguridad"
Fabricio Yepez,651,usfq.edu.ec,"Professor of Civil and Earthquake Engineering, Universidad San Francisco de Quito","earthquake engineering, structural engineering, concrete technology, seismic risk assessment"
José Nicasio Quevedo Guerrero,651,utmachala.edu.ec,Universidad Técnica de Machala,"agronomía, fitomejoramiento, recursos fitogenéticos, banano"
Beatriz Pernía,650,ug.edu.ec,"Facultad de Ciencias Naturales, Universidad de Guayaquil","Contaminación por hidrocarburos y metales …, Biorremediación, Fitorremediación"
Antonio Diaz Barrios,650,yachaytech.edu.ec,Yachay Tech University,"Polímeros, Materiales, Petróleo, Petroquimica"
Richard Pianchiche,650,pucese.edu.ec,Pucese,Investigacion
Luis Timbe,650,ucuenca.edu.ec,Universidad de Cuenca,"river hydraulics, flooding, flood risk and management"
Andrés Alvarado Martínez,650,ucuenca.edu.ec,"Departamento de Recursos Hidricos y Ciencias Ambientales, Universidad de Cuenca","wastewater, CFD, water quality, hydrodynamics"
Oswaldo Moscoso-Zea,649,ute.edu.ec,"Professor & Researcher, Universidad UTE","Educational Data Mining, Enterprise Architecture, Databases, Big Data, Knowledge Management"
Luz CASTILLO-CUESTA,649,utpl.edu.ec,"Universidad Técnica Particular de Loja (UTPL), ""Grupo de Investigación EFL Teaching","Education, EFL methodology, Linguistics"
FERNANDO ABASOLO PACHECO,648,uteq.edu.ec,UNIVERSIDAD TÉCNICA ESTATAL DE QUEVEDO,"MICROBIOLOGÍA, PROBIÓTICOS, HOMEOPATÍA"
Jennifer López,648,ug.edu.ec,Universidad de Guayaquil,"INVESTIGACIONES, METODOLOGIAS, MEDICINA, TECNOLOGIA, AMBIENTE"
DORIANA GAVILANES OCHOA,648,unemi.edu.ec,estudiante unemi,"discriminacion visual infantil, estrategias ludicas infantiles, clases didacticas, narración de cuentos, desarrollo de capacida"
Carmita Villavicencio Aguilar,647,utmachala.edu.ec,Universidad Técnica de Machala,"Familia, Discapacidad, Necesidades Educativas Especiales, Psicología infanto juvenil, Psicopatologóa Infanto juvenil"
EVELYN ROXANA MORALES BALLADARES,645,unemi.edu.ec,unemi,
MARTHA FORS,642,udla.edu.ec,Universidad de Las  Américas,investigación clínica
Mayra Ortega-Vivanco,642,utpl.edu.ec,PhD en economía - Universidad Técnica Particular de Loja,"Economía internacional, Desarrollo económico, Comercio internacional, Competitividad industrial, Geopolítica"
Bettsy Recalde,642,uees.edu.ec,"tutor,  investigacion","geriatria, alzheimer, Gerontologia"
Priscila Mendez,642,unl.edu.ec,Docente-investigador,Economía Regional
"Mercedes Navarro Cejas, PhD.",641,utm.edu.ec,Universidad Técnica de Manabí,"Law, Rights, Human Rights, RRHH"
MARTINEZ VASQUEZ ANGEL BRAULIO,641,utb.edu.ec,Universidad Técnica de Babahoyo,Tecnología-Marketing-Branding-Diseño …
Edwin Marcelo Garcia Torres  (ORCID: 0000-0003-3102-6919),640,ups.edu.ec,Professor of Electrical - Universidad Politecnica Salesiana Ecuador - GIREI,"Demand Response, Smart Grid, Smart Metering, Demand Management, Distributed Generation"
Jaime Fabián Díaz Códova,640,uta.edu.ec,"Profesos de Contabilidad, Universidad Técnica de Ambato","Normalización Contabilidad, Economía Popular y Solidaria, Contabilidad Ambiental y Valoración de …"
Cecile Mouly,640,flacso.edu.ec,FLACSO Ecuador,"peacebuilding, civil resistance, conflict transformation, peace, armed conflict"
JINSOP ELIAS GAMBOA POVEDA,640,unemi.edu.ec,PROFESOR DE AUDITORIA UNIVERSIDAD ESTATAL DE MILAGRO UNEMI,"ADMINISTRATION, ADMINISTRACION, ACCOUNT, CONTABILIDAD, entrepreneurship"
Pablo Ochoa Cueva,640,utpl.edu.ec,Universidad Técnica Particular de Loja,"Uso actual y potencial del suelo, erosión y conservación del suelo, gestión de los recursos naturales"
Marcos Antonio Espinoza Mina,638,ecotec.edu.ec,Universidad Ecotec,"Tecnologías de la Información, Administración, Estadísticas, Análisis de Datos"
Jose Ángel Rivera Ortega,638,yachaytech.edu.ec,YACHAY TECH,
Majo Costales,637,itb.edu.ec,,
Daniel Fernando Lopez Jimenez,636,uhemisferios.edu.ec,Profesor de Comunicación Pública,"Comunicación, sociedad, Internet, opinión pública"
José-Manuel Pais-Chanfrau (https://orcid.org/0000-0003-2829-543X),636,utn.edu.ec,Universidad Técnica del Norte,"biotechnology, biorefineries, biovalorization, functional foods, nutraceuticals"
Rafael Carlos Hernández Infante,636,uniandes.edu.ec,"Profesor - investigador, Universidad Regional Autónoma de los Andes","Pedagogía, TIC, Metodología de la investigación, Identidad Cultural"
Gabriela Usuay,636,itsqmet.edu.ec,"Estudiante primer semestre Contabilidad, ITSQMET",CONTABILIDAD
Carla Ricaurte-Quijano ORCID 0000-0002-7453-254X,635,espol.edu.ec,"Associate Professor, Escuela Superior Politécnica del Litoral, ROR (04qenc566). Ecuador.","Tourism planning and governance, Tourism policy, Critical realism, Coastal tourism, Women and"
Leonela Loza,635,live.uleam.edu.ec,Estudiante de Educación Especial -Universidad Eloy Alfaro de Manabí,Estudios de casos
LIGIA ANTONELLA ORTEGA REYES,634,unemi.edu.ec,"estudiante, universidad estatal de milagro",educación
RICHARD VICENTE VALENCIA MENDEZ,633,unemi.edu.ec,LIC. COMUNICACION SOCIAL,"comunicacion social, trabajo social, social"
FILIAN RODRIGUEZ JESSICA ELIANA,631,utb.edu.ec,PROFESOR UNIVERSIDAD TECNICA DE BABAHOYO,"TURISMO, EDUCACIÓN, HOTELERIA"
Noroska Gabriela Salazar Mogollón,630,ikiam.edu.ec,ikiam universidad regional amazonica,"Química analítica, Técnicas de separación, Metabolómica"
Dayana Vasco,630,pucesa.edu.ec,"Estudiante, Pontificia Universidad Católica del Ecuador Sede Ambato",Psicologia
Eldis Román Cao,629,utm.edu.ec,"Universidad Técnica de Manabí, Ecuador","Doctor en Ciencias Pedagógicas, Universidad Central de Las Villa, Cuba"
Giuseppe Marzano,628,udla.edu.ec,"Dean, Universidad de Las Americas",tourism
Jorge Aníbal Reyes Chacón,628,uce.edu.ec,Universidad Central del Ecuador,"Microbiología, resistencia bacteriana"
Pablo Suasnavas,628,uisek.edu.ec,Universidad Internacional SEK Ecuador,"seguridad y salud ocupacional, psicosociología laboral, responsabilidad social empresarial"
TANIA VALENCIA,627,utm.edu.ec,"Estudiante de ing civil, Universidad tecnica de manabi",relatividad general
Santistevan Villacreses Karina Lourdes,627,unesum.edu.ec,Universidad Estatal del Sur de Manabí-Carrera Administración de Empresas,"administración financiera, proyectos, tesis"
JUAN CARLOS ROGEL SANTOS,627,unemi.edu.ec,UNIVERSIDAD ESTATAL DE MILAGRO,ACADEMICO
Morella Briceño Avila,625,pucesi.edu.ec,"Professor, School of Architecture, Design and Arts, Architecture Career, Ibarra Campus …","Urban landscape, urbanism, architecture"
María Elena Cazar-Ramírez,625,ucuenca.edu.ec,"Professor. Universidad de Cuenca, Ecuador","Biotechnology, Natural Products, Chemistry"
Lorena Condolo,625,utpl.edu.ec,Docente UTPL,"informática, ciencias de la computación, tecnología, emprendimiento, innovación."
LADY MISHELL CANDO LOYOLA,625,unemi.edu.ec,Unemi,"estimulacion temprana, psicomotor"
Alberto Raul Gibert Ofarrill,625,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,Actividad física y deportes
Paco Fernando Noriega Rivera (ORCID:0000-0001-7147-261X),624,ups.edu.ec,Professor of Pharmaceutical Science - Universidad Politécnica Salesiana Ecuador …,"Natural Products, Pharmacognosy, Organic Chemistry"
Danilo Chavez. Orcid: 0000-0002-7529-9006,624,epn.edu.ec,"Departamento de Automatizacion y Control Industrial, Escuela Politecnica Nacional","human machine systems, robotic, control"
José Alí Moncada Rangel,624,utn.edu.ec,Universidad Técnica del Norte,"educación ambiental, desarrollo sostenible, sustentabilidad universitaria, etnobiología"
Luz Maria Castro,624,utpl.edu.ec,"Profesor, Universidad Tecnica Particular de Loja","economics, agriculture, forestry, optimization, sustainability"
Sandra Barberan,624,unemi.edu.ec,Universidad Estatal de Milagro,Trabajo Social
Gonzalo Morales Gómez,624,ug.edu.ec,Docente universitario,"Investigación, metodología, teología, filosofía, educación"
Edgar Francisco Llanga Vargas,624,espoch.edu.ec,"Profesor de Ciencias de la Educación, ESPOCH",Ciencias de la Educación
MARIA  ESTUPIÑAN SUAREZ,624,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres,
JOFFRE HERNAN BARRETO MERO,624,istvr.edu.ec,,
Amilkar Yudier Puris Cáceres,622,uteq.edu.ec,"Professor of Computer Science, Universidad Técnica Estatal de Quevedo",Artificial Intelligence
Paola Ochoa Pacheco,622,espol.edu.ec,ESPOL ESPAE Graduate School of Management,Psico-sociología del trabajo y las …
Gliceria Gómez Ceballos (Orcid: 0000 0001 6955 3293),622,ups.edu.ec,Universidad Politécnica Salesiana,"Vinculación Universidad-Sociedad, Gestión del Turismo, Gestión de pequeñas y medianas empresas."
PEDRO ISAIAS MOREIRA VALERO,621,unemi.edu.ec,"Estudiante de economía, Universidad Estatal De Milagro",Todas
Elena Díaz Mosquera,621,puce.edu.ec,Pontificia Universidad Católica del Ecuador,"Relaciones vinculares, Apego, Trastorno del espectro autista, Acoso escolar"
Victor Saquicela,620,ucuenca.edu.ec,Universidad de Cuenca,"Semantic Web, Data Integration, Linkeddata, Web Services, data mining"
KLEVER ARMANDO MORENO,620,uta.edu.ec,UNIVERSIDAD TECNICA DE AMBATO,"Mercadotecnia, Ciencias de la empresa, Finanzas"
Diego Pozo,620,utn.edu.ec,Universidad Técnica Del Norte,Educación
Jorge Manuel Cueva Estrada (ORCID: 0000-0002-3055-1060),619,ups.edu.ec,Universidad Politécnica Salesiana Ecuador,"Marketing, Administration, Management, Business, Innovation"
MARITZA GALLEGOS ZURITA,618,utb.edu.ec,PROFESORA INVESTIGADORA UNIVERSIDAD TÉCNICA DE BABAHOYO,"Ciencias de la Vida, Biología, Salud Ambiental y Biodiversidad"
EDILBERTO ANTONIO LLANES CEDEÑO,618,uisek.edu.ec,Universidad Internacional SEK,"Eficiencia Energética, Energía"
Nancy Bonifaz (ORCID: 0000-0002-1029-057),617,ups.edu.ec,Professor of Animal Health - Universidad Politécnica Salesiana,"Dairy, Nutrition, Animal Production, Reproduction"
FREDDY PROAÑO PEREZ,617,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,"Biotecnología, Enfermedades Infecciosas y Parasitarias"
Liliana Troncoso,617,uce.edu.ec,Universida Central del Ecuador,"geología, desastres, docencia"
MERY ESTEFANIA CONDO SIGUENCIA,617,unemi.edu.ec,UNEMI,EDUCACIÓN INICIAL
Nicolas Sumba Nacipucha (ORCID: 0000-0001-7163-4252),616,ups.edu.ec,Universidad Politécnica Salesiana Ecuador,"Teaching, Behavioral Economics, Technology, Marketing, Learning technologies"
Oscar D. Perez,616,puce.edu.ec,Full Professor - Developmental Biology - Pontificia Universidad Católica del Ecuador,EVODEVO
MARIA JOSE ESPINOZA DUE AS,616,unemi.edu.ec,ESTUDIANTE UNEMI,"Emplear el lenguaje verbal y no verbal, Juegos simbólicos, Desarrollo Infantil."
ROBINSON PAUL PALMA BARRE,616,uteq.edu.ec,,
Rolando Medina Peña,615,umet.edu.ec,"Profesor titular, Universidad Metropolitana del Ecuador","Derecho ambiental, derecho constitucional, fislosofía del derecho, historia del derecho, teoría del derecho"
RUTH GERMANIA CLAVIJO CASTILLO,615,ucuenca.edu.ec,Docente de atención a la diversidad,Psicología y educación
Rodriguez-Morales Germania,614,utpl.edu.ec,"Universidad Técnica Particular de Loja, Universidad Politécnica de Madrid","software architecture, HCI, digital architecture"
Wilfredo García Felipe,613,unae.edu.ec,"Docente Investigador, Universidad Nacional de Educación de Ecuador",La dirección del proceso de formación de …
MARCELA MICHELLE MONTALVAN MENDOZA,613,unemi.edu.ec,"estudiante, Universidad Estatal de Milagro",
Maria Paz Molina Coello,613,uce.edu.ec,Estudiante de Comunicación Social,"Política, marketing, branding, maquillaje, articulosdemujeres."
Elena M. Jerves Hermida,611,ucuenca.edu.ec,"Profesora Investigadora, Universidad de Cuenca","Desarrollo del Adolescente, Migración transnacional, Educación Sexual, Investigación cualitativa"
David Matamoros,611,espol.edu.ec,"Tenure Professor, Escuela Superior Politécnica del Litoral","Environmental Modelling, Flooding, Climate Change"
RUBEN DARIO HIDALGO BAUTISTA,611,uteq.edu.ec,"Estudiante, UTEQ","Electricidad, Electrónica, Mecánica."
Byron Oviedo,610,uteq.edu.ec,"Decano de Posgrado, Universidad Técnica Estatal de Quevedo","Redes Bayesianas, Metaheurísticas, Soft Computing, Inteligencia Artificial"
Marco Coral-Almeida,610,udla.edu.ec,Universidad de Las Américas-Quito; Institute of Tropical Medicine,"Parasitology, epidemiology"
Marielsa López,610,unae.edu.ec,Universidad Nacional de Educación,"educación, prácticas docentes, escuelas exitosas"
Jorge Ramírez,609,utpl.edu.ec,Universidad Técnica Particular de Loja,"Chemical, natural products, phytochemical."
Werner Brämer-Escamilla,609,yachaytech.edu.ec,"Yachay Tech, Ecuador",
Rodrigo Mendoza,609,ug.edu.ec,"Profesor de Farmacología Clínica, Epidemiología y Medicina Tropialca, Universidad de …",Enfermedades tropicales e infecciosas
Diego Calderón,609,itsqmet.edu.ec,MBA,"Administración, Finanzas, Marketing, E-Commerce, Negocios"
Adriana López Falcón,608,uniandes.edu.ec,"Profesora de la Universidad Regional Autónoma de los Andes, Ecuador, y de la …","alfabetización en información, metodología de la investigación, ciencias de la información"
Anita Krainer,608,flacso.edu.ec,"Profesora de Desarrollo, Ambiente y Territorio, FLACSO Sede Ecuador","de educación, interculturalidad, diversidad natural y cultural, … sostenible y cooperación en América Latina"
Pablo Alvarez Figueroa,607,unl.edu.ec,"Soil Science Assistant Professor, National University of Loja",Soil science
Méndez Martínez Yuniel,607,uteq.edu.ec,"Research professor, Universidad Técnica Estatal de Quevedo",- Biology      - Aquaculture
Mauricio H. Cornejo,606,espol.edu.ec,Escuela Superior Politecnica del Litoral,
DAVID ACURIO PAEZ,606,ucuenca.edu.ec,Profesor de Medicina Universidad de Cuenca,"epidemiología, antropología de la alimentación, derechos, inequidad en salud"
Bryas Bernal,606,itsqmet.edu.ec,Estudiante de Marketing digital Instituto Superior Universitario Metropolitano de Quito,Investigación
Galo Carrillo-Rojas,605,ucuenca.edu.ec,"Professor & Researcher, Faculty of Chemical Sciences, Universidad de Cuenca","Andean Ecosystems, Thermodynamics, Water/Energy/Carbon Balance, Remote Sensing, Climate Change"
Santiago Ochoa Moreno,605,utpl.edu.ec,Professor Researcher of the Department of Economics of the Universidad Técnica Particular …,"Econometric modeling, Environment, Forestry, Development Economics, Food Production"
Andres Palacio-Fierro,605,uti.edu.ec,Universidad Indoamerica.  Universidad Camilo José Cela,"marketing estratégico, comportamiento del consumidor, mercadeo"
Cristopher Alejandro Ibarra Velez,605,utm.edu.ec,,
Javier Carvajal Barriga,604,puce.edu.ec,Pontificia Universidad Católica del Ecuador,"Yeasts Biodiversity and Biotechnology, Biorefinery, Microbial Archaeology"
VICTORIA NOHELIA ZAMBRANO TENORIO,604,unemi.edu.ec,Estudiante UNEMI,"Narracion, Vocubulario de los niños, Importancia de los cuentos, Aplicacion de los paratextos"
Karen Gabriela Silva Quincha,604,uta.edu.ec,Estudiante: Universidad Tecnica de Ambato,
XIOMARA JAEL OLEAS VELEZ,604,unemi.edu.ec,Tecnico Docente  Universidad Estatal de Milagro,emprendimiento
"Ivan Dueñas-Espín, PhD",603,puce.edu.ec,Pontificia Universidad Católica del Ecuador,"epidemiology, health services research, public health, family medicine"
David Barrios Puerto,602,ups.edu.ec,,"Optic physics, radiative transfer models, colorimetry, smart windows, green nanotechnologies"
NOEMI GISSELA CUEVA NARRO,602,unemi.edu.ec,EstudianteUNEMI,"NARRACIÓN, VOCABULARIO DE LOS NIÑOS, IMPORTANCIA DE LOS CUENTOS, LA APLICACIÓN DE PARATEXTOS, ESTRATEGIAS DE LOS DOCENTES."
JESSICA ALEJANDRA QUINTERO WILLIAN,602,unemi.edu.ec,Estudiante UNEMI,"Narración, vocabulario, literatura infantil, teatro infantil, aplicación de paratextos"
ALLISON JAELY FRANCO CRUZ,602,unemi.edu.ec,Estudiante UNEMI,"Narracion, vocabulario, importancia de los cuentos, importancia de los paratextos"
YELITZA MICHELLE DIAZ ORELLANA,602,unemi.edu.ec,Estudiante UNEMI,"NARRACION, VOCABULARIO DE LOS NIÑOS, IMPORTANCIA DE LA NARRATIVA, LA APLICACIÓN DE PARATEXTOS, ESTRATEGIAS DE LOS DOCENTES"
Armenio Pérez Martínez.,600,ulvr.edu.ec,Universidad Laica VICENTE ROCAFUERTE de Guayaquil.orcid:0000-0002-9491-6938 …,Economía del Comportamiento. Psicología …
María Jaya-Montalvo (ORCID: 0000-0002-6804-6377),599,espol.edu.ec,Escuela Superior Politécnica del Litoral (ROR 04qenc566),"Geotourism, geoheritage, geopark, geology, hydrogeology"
Talia Tene Fernández,598,utpl.edu.ec,Universidad Técnica Particular de Loja,"Enviromental Radioactivity, ionizing radiation, radioprotection, nanomaterials"
Ronny Correa-Quezada,598,utpl.edu.ec,"Docente-Investigador, Universidad Técnica Particular de Loja","Desarrollo regional, migración, econometría, economía de la cultura"
Patricio Medina-Chicaiza,598,uta.edu.ec,Pontificia Universidad Católica del Ecuador Sede Ambato,"TIC en Educación, TIC en Empresas, Ingeniería de Sistemas"
