Nombre,Citas,Correo,Afiliación,Temas de Interés
Daniel M. Griffith,2749,utpl.edu.ec,"Professor, Universidad Técnica Particular de Loja","biodiversity, conservation biology, tropical ecology, agroecology, restoration ecology"
EDISON DAMIAN CABEZAS MEJIA,2745,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,"educación, investigación y recreación"
Matteo Radice,2742,uea.edu.ec,"Researcher, Professor, Consultor","Natural product chemistry, essential oil, antioxidant, academic writing (PRISMA)"
Noel Batista Hernández,2738,ug.edu.ec,Universidad Regional Autónoma de los Andes (UNIANDES) y ALCN,"Derecho, Pedagogía, Gestión Publica, Administración Pública"
Aminael Sanchez-Rodriguez,2722,utpl.edu.ec,Universidad Técnica Particular de Loja,"Bioinformatics, Evolutionary genomics, Functional ecology"
Gabriela Romero,2719,uce.edu.ec,,Investigacion
"Sayedeh Parastoo Saeidi ,    PhD",2718,uees.edu.ec,Researcher/Lecturer In Universidad Espíritu Santo,"Corporate Social Responsibility, Work Ethics, Environmental Management Accounting"
Emilia Lincango,2693,uce.edu.ec,Universidad Central del Ecuador,Quimica y Biologia
Alexandra Alvarado,2666,epn.edu.ec,Escuela Politécnica Nacional,"geodinámica, tectónica activa"
Fander Falconí,2651,flacso.edu.ec,"Profesor de Economía, Universidad FLACSO","Economía Ecológica, globalización y medio ambiente, desarrollo y posdesarrollo"
Adrián Enríquez,2650,epn.edu.ec,"Estudiante de Ingeniería Matemática, Escuela Politécnica Nacional",Ciencia de Datos
Manuel A. Zambrano-Monserrate,2636,uees.edu.ec,"Universidad Espíritu Santo, Ecuador","Economics, Environmental Economics"
Cesar Paz-y-Miño,2625,ute.edu.ec,"Centro de Investigación Genética y Genómica, Universidad Tecnológica Equinoccial","genetics, genomics, cancer, genotoxics"
Patricio Rojas-Silva,2619,usfq.edu.ec,Universidad San Francisco de Quito,"Natural products, medicinal plants, leishmaniasis, diabetes"
Ernesto Contreras,2613,usfq.edu.ec,Universidad San Francisco de Quito,"General Relativity, Gravitation, Gauge Theories, Knot theory"
CRISTIAN ROJAS-QUISNANCELA,2581,unemi.edu.ec,Universidad Estatal de Milagro,Desarrollo Sostenible
Raul Comas Rodriguez,2575,uniandes.edu.ec,Universidad Regional Autónoma de Los Andes,"Administración de empresas, gestión de procesos, sistemas de información"
ANGEL GUEVARA,2574,uce.edu.ec,PROFESOR DE BIOLOGIA MOLECULAR UNIVERSIDAD CENTRAL DEL ECUADOR,"BIOLOGIA  MOLECULAR, GENETICA, ENFERMEDADES INFECCIOSAS, INGENIERIA GENETICA, BIOTECNOLOGIA"
Rafael Hidalgo P.,2554,pucesi.edu.ec,estudiante PUCE,Medicina
Xavier Cornejo,2538,ug.edu.ec,Universidad de Guayaquil,"Botánica, Biodiversidad, Ecología, Ecuador"
Dinora Rebolledo,2487,ug.edu.ec,Universidad de Guayaquil,"Enfermería, Gestión de salud, Cultura de los Cuidados, e investigación Cualitativa"
Juan Manuel Cevallos-Cevallos,2484,espol.edu.ec,ESPOL,"Microbiología agrícola, microbiología de alimentos, inocuidad alimentaria, metabolómica, metagenómica"
eugenio radames borroto cruz,2479,sangregorio.edu.ec,profesor universidad san gregorio de portoviejo,educacion  investigacion
Marcos Pedro Ramos Rodríguez,2452,unesum.edu.ec,"Profesor de la Carrera de Ingeniería Forestal, Universidad Estatal del Sur de Manabí","manejo del fuego, incendios forestales, comportamiento del fuego, índices de peligro"
Urbano Solis Cartas,2410,unach.edu.ec,Especialista en Reumatología,"Reumatología, inmunología, docencia"
Nereida Valero,2403,unesum.edu.ec,Profesor de virología e inmunología,"Inmunología viral, neurociencias, arbovirus, dengue, virus respiratorios"
Eugenia M del Pino,2398,puce.edu.ec,"Professor of Biology, Pontificia Universidad Catolica del Ecuador","Developmental Biology, Frog development"
Rodrigo Moreta-Herrera,2382,pucesa.edu.ec,Pontificia Universidad Católica del Ecuador Sede Ambato; Universitat de Girona,"Psicología, Consumo sustancias, autorregulación emocional, bienestar psicológico, metodología de la investigación"
Simón Pachano,2377,flacso.edu.ec,"Profesor de Ciencia Política. FLACSO, Ecuador","Democracia, partidos políticos, elecciones"
Manuel Aguilar,2376,unach.edu.ec,Universidad Nacional de chimborazo,deportivas
Angel Freddy Rodriguez Torres,2373,uce.edu.ec,Universidad Central del Ecuador,Educación - Actividad Física - Formación del …
Miryan Rivera,2352,puce.edu.ec,Profesora de Biología de la Pontificia Universidad Católica del Ecuador,"Detección de biomoléculas con actividad …, antifúngica, … y anticancerígena procedente de la piel de …"
Juan Elias Gonzalez Rivera,2346,uea.edu.ec,Profesor de industrias de frutas y maquinaria agroindustrial,"industrias alimentarias, biomasa y energía renovable"
Susana León-Yánez,2340,puce.edu.ec,"Profesor, Pontificia Universidad Católica del Ecuador","Botánica, Paleoecología, Paleobotánica"
Aída Raquel García-González,2340,unemi.edu.ec,Universidad Estatal de Milagro,"Desarrollo sostenible, Alianzas Públicas Privadas, Autoridades Portuarias"
Jessica Muñoz,2330,uce.edu.ec,Estudiante de odontología,odontologia
Xavier Bolívar Lastra-Bravo,2329,uce.edu.ec,Universidad Central del Ecuador,"Engineering Projects, Sustainability, Sustainable Tourism, Environmental Engineering"
FELIPE EDUARDO CISNEROS,2329,ucuenca.edu.ec,Professor of Hydraulics design University of Cuenca,"Water resouces, Applied Hydaraulics, hydraulic structures"
Miriam Lang,2329,uasb.edu.ec,"Universidad Andina Simón Bolívar, Sede Ecuador","systemic alternatives, political ecology, political economy, intersectionality, feminisms"
Magda Francisca Cejas Martinez,2323,unach.edu.ec,Universidad  Nacional de Chimborazo; Universidad de las Fuerzas Armadas ESPE yy U. de …,"Economía, Empresa, Recursos Humanos, Turismo. Miembro del Grupo Investigacion …"
Diego Mosquera,2312,alumni.usfq.edu.ec,Independent Researcher,"Ecology, Zoology, Camera Traps, Biodiversity, Wildlife Conservation"
Selene Báez,2311,epn.edu.ec,"Departamento de Biología, Escuela Politécnica Nacional del Ecuador",Ecología
Paul Carrión-Mero,2306,espol.edu.ec,Escuela Superior Politécnica del Litoral (ESPOL),"Hydrogeology, Geotourism, Geopark, Earth Sciences"
Iván M. Moya,2296,udla.edu.ec,Universidad de Las Américas - VIB KU Leuven Belgium,"Cancer biology, Regeneration, Hippo pathway"
Dra. Blanca Soledad Indacochea Ganchozo,2294,unesum.edu.ec,Rectora,Investigación
Leonardo Basile,2291,epn.edu.ec,Escuela Politécnica Nacional,"Nanotechnology, electron microscopy, graphene...."
Angie Fernández Lorenzo,2290,espe.edu.ec,Universidad de las Fuerzas Armadas-ESPE,"Gestión, Cooperativismo, Prospectiva Estratégica, Gestión educativa"
Wilbert G. Aguilar,2277,espe.edu.ec,"Universidad de las Fuerzas Armadas ESPE, Escuela Politécnica Nacional","Robotics, Computer Vision, Artificial Intelligence, Micro Aerial Vehicles, Navigation"
Maria Alejandra Ruano,2273,espol.edu.ec,Escuela Superior Politécnica del Litoral (04qenc566). Ecuador,"Environmental economics, Education"
Jose Luis Santos,2271,espol.edu.ec,Escuela Superior Politecnica del Litoral,"Cambio Climatico, Fenomeno de El Niño"
JORGE BRYAN BELTRAN NAVARRO,2271,est.itstena.edu.ec,Estudiante,"Software, Computación, Informática"
Esteban Suárez,2266,usfq.edu.ec,Universidad San Francisco de Quito,"Mountain ecosystems, Andean peatlands, plant ecology, páramo, soil carbon"
Omar Cabrera,2265,utpl.edu.ec,Universidad Técnica Particular de Loja,"Forest Management, Forest Ecology, Mountain Forest"
Veronica Barragan,2260,usfq.edu.ec,Universidad San Francisco de Quito,"Microbiology, Genomics, Epidemiology"
Roberto Aguiar,2248,espe.edu.ec,Profesor Investigador del Departamento de Ciencias de la Tierra y la Construcción …,"Ingeniería Sísmica, Peligrosidad Sísmica, Vulnerabilidad Sísmica, Reforzamiento de Estructuras, Sistemas de Control Pasivo"
Diego Roberto Munizaga Parraga,2242,utm.edu.ec,Universidad Ténica de Manabí,Agroindustria-Ambiente-Innovación y …
Rafael Félix Bell Rodríguez,2231,formacion.edu.ec,Profesor Titular Principal de Educación Inclusiva,"Educación inclusiva, atención a la diversidad, enfoque histórico-cultural"
Gulnara Borja-Cabrera,2226,usfq.edu.ec,Universidad San Francisco de Quito,"Inmunología, Vacunología, Leishmaniasis"
Elisa Bonaccorso,2221,usfq.edu.ec,"Colegio de Ciencias Biológicas y Ambientales, Universidad San Francisco de Quito","Biogeography, Bird Systematics, Conservation Biology, Ecology"
Isabel Hernández,2214,puce.edu.ec,Facultad de Enfermería - Pontificia Universidad Católica del Ecuador,Enfermería - Salud Pública
Pablo Ponce,2214,unl.edu.ec,"Researcher, Universidad Nacional de Loja",Environmental Economics. Energy Economics …
Cristina L. Abad,2186,fiec.espol.edu.ec,"Professor of Computer Science, Escuela Superior Politécnica del Litoral","Distributed Systems, Cloud Computing, Performance, Big Data, Workload Modeling"
Mauro Nirchio,2177,utmachala.edu.ec,"Profesor Titular, UDO, Venezuela/ Profesor Principal, UTMach, Ecuador",Citogenética y Genética de Peces
William F.  Waters,2176,usfq.edu.ec,Universidad San Francisco de Quito,"Social determinants of health, rural sociology"
Verónica Vanessa Chávez Zambrano,2173,uleam.edu.ec,Universidad Laica Eloy Alfaro de Manabí,"Inglés, Francés, Linguística, Dibujo"
Colon Enrique Peláez Jarrin (ORCID: 0000-0001-9355-5440),2164,espol.edu.ec,"Full Professor Computer Science, Escuela Superior Politécnica del Litoral (04qenc566) …","Artificial Intelligence, Intelligent Systems, Machine and Deep Learning, Fuzzy Logic, Technology in Education"
Reinaldo Atencio,2145,espol.edu.ec,Faculta de Ciencias Naturales y Matemáticas. Escuela Superior Politécnica del,"cristalografía, ingeniería de cristales, estructura de materiales."
Eduardo Tejera,2137,udla.edu.ec,Profesor Bioquímica. UDLA.,"Bioinformatics, Chemioinformatics, System Biology, Computational Biology"
Valeria Ochoa-Herrera,2126,usfq.edu.ec,"Universidad San Francisco de Quito, Quito, Ecuador","Fresh Water, Wastewater Treatment, Bioremediation, Sustainability"
Jacqueline Llanos,2124,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,"Microgrids, Control of power generation plants, Predictive control, Smartgrid"
Jaime Villacís Buenaño,2123,espe.edu.ec,Universidad de las Fuerzas Armadas,"Agroforestería, Silvicultura, Remediación vegetal"
Rogelio Bermúdez Sarguera,2117,ug.edu.ec,Universidad de Guayaquil,"psicología, educación, metodología, filosofía, lógica"
Ivan Cherrez Ojeda,2114,uees.edu.ec,Universidad Espiritu Santo,"Allergy, Respiratory Medicine"
Minard L Hall,2112,epn.edu.ec,Escuela Politecnica Nacional,"volcanology, calderas, birds"
Hugo Leiva,2111,yachaytech.edu.ec,Yachay Tech,"Differential Equations, Control Theory and Functional Analysis"
Esther Margarita Gonzalez Tuctta,2110,utm.edu.ec,Estudiante Postgrado,Optimización de los inventarios
Norma Rodríguez,2101,uti.edu.ec,Universidad Tecnológica Indoamérica,educación
NICOLE ELIZABETH MAYORGA GARZON,2097,unemi.edu.ec,Unemi,Educacion Infantil
LUIS DANILO PAZMI O RODRIGUEZ,2096,espe.edu.ec,UNIVERSIDAD DE LAS FUERZAS ARMADAS,"Marketing, Administración de empresas"
Daniel Mejia,2075,uce.edu.ec,Universidad Central del Ecuador,"Pedagogía, Química y Biología"
María del Rosario Brunetto,2070,utm.edu.ec,Universidad Técnica de Manabí,Química Analítica
Luis Alfonso Moreno Ponce,2061,unesum.edu.ec,Universidad Estatal del Sur de Manabí,"Auditoría vial, ingeniería, seguridad vial, vías de comunicación, pavimentos"
Carlos Armando ALVAREZ-DIAZ,2058,utmachala.edu.ec,"Profesor de Fisiología y Conducta y Bienestar Animal, Universidad Técnica de Machala, El …","Fisiología animal, Conducta y Bienestar Animal"
Ing. Alex Joffre Quimis Gómez,2055,unesum.edu.ec,Profesor de la Facultad de Ciencias Naturales y de la Agricultura; carrera de Ingenieria …,"Modelos de predicción de habitad, plantaciones autóctonas, manejo del recurso hidricos"
Alex Cedeño,2050,pg.uleam.edu.ec,UNIVERSIDAD,"Educación, artes y humanidades y temas sociales"
Felipe Reyes,2040,itb.edu.ec,Instituto Tecnológico Bolivariano,Contabilidad
Víctor H. Andaluz,2036,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,"Robótica, Inteligencia Artificial, Realidad Virtual, Realidad Aumentada"
Agustin Grijalva,2019,uasb.edu.ec,Universidad Andina,"Derecho Constitucional, pluralismo jurídico, independencia judicial, ciencia política, derechos de la naturaleza"
"Naga Raju Maddela, Ph.D.,",2017,utm.edu.ec,"Facultad de Ciencias de la Salud, Universidad Técnica de Manabí, ECUADOR",Envrionmental Microbiology
Tomas Vitvar,2016,espol.edu.ec,ESPOL Escuela Politécnica Superior del Litoral,"Hydrology, Hydrogeology"
ELENA EFIGENIA HURTADO MORA,2004,utb.edu.ec,profesora unidad 23 de junio,"educación básica, estudio sociales, ciencia naturales"
Juan Carlos De los Reyes,2003,epn.edu.ec,"Centro de Modelización Matemática (MODEMAT), Ecuador","PDE-Constrained Optimization, Inverse Problems, Bilevel Optimization, Mathematical Imaging"
Melanie Elizabeth Palma Franco,2001,ug.edu.ec,Docente de Informática de la Universidad de Guayaquil,Informática - Programación - Ciencia …
Eca Sinergia,1988,utm.edu.ec,Revista de Administración y Economía de la Universidad Técnica de Manabí,"Administracion, economía, finanza, afines"
Mauro Cerbino (orcid/0000-0002-4102-0919),1978,flacso.edu.ec,Profesor titular principal de Flacso sede Ecuador,"Comunicación comunitaria, medios, juventud, epistemología, educación"
Richar Jacobo Posso-Pacheco,1975,uce.edu.ec,Ph.D. Docente Investigador Universidad Central del Ecuador,"Educación Física, Metodología, Physical Education"
VICTORIA RODRIGUEZ,1967,unemi.edu.ec,estudiante UNEMI,"EXPRESION ORAL, LITERATURA INFANTIL, REPRODUCCION DE CANCIONES …, ESTRATEGIAS PARA LA EXPRESION ORAL"
David Miranda,1963,itsqmet.edu.ec,Alumno,"marketing, psicologia, investigacion"
Carlos Vásquez,1954,uta.edu.ec,Universidad Técnica de Ambato,Acarologia
christian vasconez rivera,1954,uea.edu.ec,Universidad pública,"investigación, casos de estudio"
Francisco Navarrete-Mier,1947,uleam.edu.ec,"Equatorial Biome & Ocean Acidification EBIOAC, Fac. Ciencias del Mar, ULEAM","Marine ecology, Fish behaviour, Ocean Acidification"
Cristina Vega Solis,1946,flacso.edu.ec,"Profesora Investigadora, Flacso-Ecuador","migración, trabajo, género, desigualdad, educación"
Rasa Zalakeviciute,1943,udla.edu.ec,"Professor of Climatology, UDLA","boundary layer meteorology, climate change, air quality"
Angel Torres-Toukoumidis (ORCID: 0000-0002-7727-3985),1937,ups.edu.ec,Universidad Politécnica Salesiana. Ecuador (ROR:00f11af73),"gamification, media literacy, humanitarian crisis, alfabetización mediática, gamificación"
Simeon Floyd,1925,usfq.edu.ec,Universidad San Francisco de Quito,"Linguistic Anthropology, Language Documentation, Linguistic Typology, Multimodality, Social Interaction"
Hugo Romero-Saltos,1925,yachaytech.edu.ec,"School of Biological Sciences and Engineering, Yachay Tech","plant community ecology and ecophysiology, stable isotope ecology, ex situ plant conservation, evolution and domestication"
Jaime Martí-Herrero,1918,ikiam.edu.ec,Universidad Regional Amazónica Ikiam; Centre Internacional de Mètodes Numèrics en …,"Anaerobic Digestion, digesters, developing countries, energy efficiency in building, heat transfer models"
MANUEL RAUL PELAEZ SAMANIEGO,1916,ucuenca.edu.ec,"University of Cuenca-Ecuador and Washington State University, Pullman, WA, USA",Energy systems. Biomass to energy and …
Victor H. Guerrero,1914,epn.edu.ec,"Principal Professor, Escuela Politécnica Nacional","materials science, nanostructured materials, composites and nanocomposites"
GUZMAN SERGIO,1909,intsuperior.edu.ec,ESTUDIANTE,ADMINISTRACION
Jacques Ramirez,1900,ucuenca.edu.ec,Universidad de Cuenca / CELAG,"Antropología, migración, ciudadanía, integración, deporte"
Priscilla Muriel,1883,puce.edu.ec,Pontificia Universidad Católica del Ecuador,"Systematic botany, long-term vegetation and climate monitoring …"
Luis Rincon,1858,usfq.edu.ec,"Universidad San Francisco de Quito, Dept. Ingeniería Química","Quimica Teorica, Quimica Computacional"
Jaime A. Chaves,1855,usfq.edu.ec,San Francisco State University - USFQ,Evolutionary Biology - Phylogeography …
Juan Pablo Suárez,1852,utpl.edu.ec,"Departamento de Ciencias Biológicas, Universidad Tecnica Particular de Loja, UTPL …","Mycorrhiza, orchid mycorrhiza, Tulasnella, Molecular Phylogenetics, mycology"
Silvana Hidalgo,1843,epn.edu.ec,Escuela Politécnica Nacional,"Vulcanologia, Petrologia, Geoquimica, Geocronologia"
Chabaco Armijos,1839,utpl.edu.ec,Universidad Técnica Particular de Loja,"Natural products, ethnobotany, essential oils"
Fernando Díaz,1837,uce.edu.ec,Administrativo,Tecnologia
Andres Caicedo,1830,usfq.edu.ec,"Universidad San Francisco de Quito USFQ, Colegio de Ciencias de la Salud COCSA …","Medical Biology, Regenerative Medicine, Aging, Cell Therapy, Translational medicine"
Milagro de la Caridad Rodríguez Andino,1830,ucacue.edu.ec,Universidad Católica de Cuenca. Ecuador,"Investigación Científica, TIC en la Educación, Prácticas Preprofesionales, Formación de Docentes"
Derling Jose Mendoza Velazco,1819,utm.edu.ec,Universidad Tecnica de Manabi UTM,"Investigación científica, Metodología, Educación universitaria, matemáticas, física"
Mario Rene Vaca García,1809,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,"Deportes, Actividad Física, Salud, Natación"
Fernanda Cazorla,1799,unach.edu.ec,Universidad Nacional de Chimborazo,"Tesis, artículos, revistas"
Nikolaos C Kyriakidis,1781,udla.edu.ec,"Professor of Immunology, Universidad de las Américas, Quito, Ecuador","Immunology, Autoimmune diseases, Chronic Kidney Disease"
Mercy Borbor-Cordova,1749,espol.edu.ec,Escuela Superior Politecnica del LItoral,"Climate and health, harmful algal bloom, ocean health"
Wilmar Hernandez,1747,udla.edu.ec,Universidad de las Américas,Teoría de la señal y comunicaciones
MARIA SOLEDAD RODRIGUEZ VALENCIA,1746,unemi.edu.ec,,
Philippe Belmont Guerrón,1743,epn.edu.ec,EPN,Agricultural Dynamics Landuse Public Health …
Fabricio González-Andrade (ORCID: 0000-0002-2091-9095),1738,uce.edu.ec,Professor of Medical Genetics. Faculty of Medical Sciences. Central University of Ecuador,"Medical Genetics, Internal Medicine, Clinical Research, Pediatrics & Neonatology, Public Health"
John Herlyn Antón Sánchez,1728,iaen.edu.ec,Instituto de Altos Estudios Nacionales IAEN,CIENCIAS SOCIALES Y POLITICAS
Dante Ayaviri Nina,1727,unach.edu.ec,Universidad Nacional de Chimborazo (UNACH) - Universidad Técnica de Oruro,"Eficiencia y productividad, desarrollo local, emprendimiento, economía y empresa"
"Mauricio Carvache-Franco, Ph.D",1716,ube.edu.ec,Universidad Bolivariana del Ecuador UBE,"Marketing, Segmentation, Motivation, Innovation, Tourism marketing"
Yunierkis Perez-Castillo,1705,udla.edu.ec,Universidad de Las Americas. Quito,
François Anton,1704,yachaytech.edu.ec,"Full Professor, School of Mathematical and Computational Sciences, Yachay Tech …","Algebraic Geometry, Computational Geometry, Mathematical Modeling"
WILLIAM JOHNSON RODRIGUEZ CASTRO,1702,unemi.edu.ec,profesores de educación,
Stella Serrano,1695,ucacue.edu.ec,"Profesora de Metodología de la Investigación y Redacción académica, Universidad Católica …","Metodología de la Investigación, Alfabetización académica, Lingüística aplicada"
Katya Romoleroux,1694,puce.edu.ec,Profesor Pontificia Universidad Católica del Ecuador,Botánica
Gabith Quispe Fernandez,1694,unach.edu.ec,Universidad Nacional de Chimborazo - Universidad Técnica de Oruro,"Desarrollo económico, economía y empresa, contabilidad y costos, emprendimientos"
Antonio Ramón Gómez-García,1692,uees.edu.ec,Universidad de Especialidades Espiritu Santo,Workplace Safety and Health
Bolier Torres,1690,uea.edu.ec,Universidad Estatal Amazonica,"Medios de vida, Economia forestal y agrícola, diversidad florística, gobernanza forestal"
Patricio J. Cruz,1685,epn.edu.ec,"Assistant Professor, DACI, Escuela Politécnica Nacional","Heterogeneous Systems, Cooperative Aerial Manipulation, Robotics"
Silvia González Pérez,1685,utpl.edu.ec,"Universidad Técnica Particular de Loja, Ecuador","Química computacional, catálisis"
Patricio Yánez M.,1677,yachaytech.edu.ec,"Yachay Tech, Ecuador","Ciencias Ambientales, Ciencias de la Vida, Ciencias de la Educación."
Fernanda Tusa,1677,utmachala.edu.ec,"Professor at Technical University of Machala, Ecuador","Communication, Social sciences, education, literature"
Luis Eduardo Mendoza Morales (ORCID:0000-0002-5081-7559),1667,espol.edu.ec,"Professor of Computer Science, Escuela Superior Politécnica del Litoral (ROR 04qenc566) …","Ingeniería de Software, Sistemas de Información, Verificación de Procesos de Negocio"
Juan José Reyes Pérez,1666,uteq.edu.ec,Universidad Técnica Estatal de Quevedo,"Bioestimulantes, hortalizas, fisiología"
DOLORES AZUCENA PATIÑO CALLE,1661,unemi.edu.ec,UNIVERSIDAD ESTATAL DE MILAGRO,RELATIVIDAD GENERAR
IVAN XAVIER LEON RODRIGUEZ,1658,uniandes.edu.ec,UNIVERSIDAD REGIONAL AUTÓNOMA DE LOS ANDES,DERECHO PENAL
WALTER MARCELO FUERTES DIAZ,1651,espe.edu.ec,ESCUELA POLITÉCNICA DEL EJERCITO - UNIVERSIDAD DE LAS FUERZAS ARMADAS …,"SISTEMAS DISTRIBUIDOS, ENTORNOS VIRTUALES DE RED, CIBERSEGURIDAD, EDUCACIÓN BASADA EN VIDEO JUEGOS"
Anvarbek Meirmanov,1647,yachaytech.edu.ec,"Yachay Tech Universiry,Cantón San Miguel de Urcuquí, Ecuador","Partial Differential Equations, Free Boundary Problems, Homogenization"
Vanne Fuentes,1645,utn.edu.ec,Estudiante,Economía
Sergio Palacios,1645,uagraria.edu.ec,Estudiante de Ingeneria Ambiental,"ciencias, tecnologias"
"Jhonny Villafuerte, PhD.",1643,uleam.edu.ec,"Profesor investigador en ULEAM, Ecuador","Desarrollo humano y sostenible, Psicoeducación, Emprendimientos rurales, Turismo e idiomas"
Stalin Caisa,1641,uce.edu.ec,Estudiante Universidad Central del Ecuador - Quito,"Agronomia, Genetica y Estadistica"
Paula Silva,1638,uce.edu.ec,"Estudiante de Pedagogía de la Actividad Física y Deporte, UCE","Educación Física, TDAH, Fútbol Femenino"
eduardo vasconez,1634,udla.edu.ec,UDLA,"Medicina, infectología, epidemiología, investigación, COVID-19"
Carlos  Bravo Medina,1632,uea.edu.ec,Universidad Estatal Amazonica,"Suelos, Agroecologia, Sustentabilidad"
Abril Maza C,1624,utpl.edu.ec,Universidad Técnica Particular de Loja-UTPL,"Comunicación, Comunicación Digital, Redes sociales, Red"
Ramiro Barriga,1621,epn.edu.ec,"Instituto de Ciencias Biológicas, Escuela Politécnica Nacional, Quito - Ecuador","Ictiología, Taxonomía, Ecología"
EDGARDO ROMERO FROMETA,1612,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,"Deportes, Actividad Física, Salud"
Juan Pablo Carvallo,1606,uazuay.edu.ec,"Profesor Titular Agregado, Universidad del Azuay, Ecuador","Ing. de Requerimientos, calidad del software, arquitectura de sistemas de informacion"
Miguel Angel Garcia Bereguiain,1605,udla.edu.ec,Universidad de las Americas (Ecuador).,"Neurosciences, synaptic plasticity, development, tuberculosis, molecular epidemiology"
Pedro Jose Rodriguez Gomez,1597,utb.edu.ec,Universidad Técnica de Babahoyo,construcciones sostenibles
Nelson Piedra,1595,utpl.edu.ec,"Professor of Computer Science, Universidad Técnica Particular de Loja, UTPL, Ecuador","Interoperability, Semantic Web, linkeddata, Artificial Intelligence, Knowledge Graph"
William CALERO-CÁCERES,1593,uta.edu.ec,Universidad Técnica de Ambato,"Bacteriophages, environmental microbiology, antibiotic resistance"
Alessandro Veltri,1590,usfq.edu.ec,Universidad San Francisco de Quito,"optics, plasmonics, liquid crystals, diffraction gratings, random lasing"
Catalina Vasco,1586,epn.edu.ec,"Escuela Politécnica Nacional,Ecuador, Quito","Alimentos, Irradiación de productos, análisis instrumenatl"
Marcelo Muñoz,1584,espol.edu.ec,"Professor, ESPOL",Invertebrates immunity
Kenneth Sanchez,1583,ug.edu.ec,"estudiante, universidad de guayaquil",general
Eduardo Kingman,1579,flacso.edu.ec,Profesor investigador Flacso Ecuador,historia y memoria social
Leticia Artiles,1578,udla.edu.ec,Profesora universitaria,"educación, salud, salud publica"
ARMANDO MOLINA VERDUGO,1570,ucuenca.edu.ec,Universidad de Cuenca,"Soil, Erosion, Geomorphology, Chemical Weathering"
Régis Dandoy,1567,usfq.edu.ec,Universidad San Francisco de Quito,"Federalism, Elections, E-voting, Internet voting, Election observation"
Pedro Martinez,1567,est.ucacue.edu.ec,universidad catolica de cuenca,ingenieria civil
Maria Angelica Romero Ibarra,1556,utm.edu.ec,,
Jose Castillo,1553,yachaytech.edu.ec,Universidad Yachay Tech,Microbiology
Jorge Viteri Moya,1547,uce.edu.ec,Universidad Central del Ecuador,Ingeniería Química
Reyner Perez Campdesuñer,1545,ute.edu.ec,Profesor de La Universidad UTE,Administración
Maria Luisa Izaguirre-Mayoral,1531,utm.edu.ec,"Universidad Tecnica de Manabi, Ecuador","Virologìa Vegetal, Fijaciòn Simbiotica de N2, bacterias promotoras del crecimiento"
Joe Llerena-Izquierdo (ORCID: 0000-0001-9907-7048),1527,ups.edu.ec,"Professor of Computer Science, Universidad Politécnica Salesiana (ROR 00f11af73) …","Computer Science, VLE, Technology enhanced learning, eLearning, Deep Learning"
Esteban Mauricio Inga Ortega (ORCID: 0000-0002-0837-0642),1521,ups.edu.ec,Professor of Wireless Sensor Networks - Universidad Politécnica Salesiana Ecuador - GIREI,"Graph Theory, Smart Metering, Wireless Sensor Networks, Learning Engineering, ICT for Education"
Prof. Dr. Miguel Vivas-Cortez,1520,puce.edu.ec,Pontificia Universidad Católica del Ecuador,"Mathematics, Integral Inequalities, Fractional Calculus, Quantum Analysis, Nonlinear Analysis"
José Francisco López-Gil,1518,udla.edu.ec,Universidad de Las Américas,"Educación física, Actividad física, Obesidad infantil, Hábitos alimenticios."
Ery Odette Fukushima,1513,usfq.edu.ec,"Universidad San Francisco de Quito, Universidad Regional Amazónica Ikiam, Osaka …","plant science, specialized metabolism, protein engineering, genome editing, plant evolution"
Santiago Basabe-Serrano,1512,flacso.edu.ec,FLACSO Ecuador,"Political Institutions, Judicial Politics, Comparative Politics, Methodological Issues"
pamela a barco,1509,ug.edu.ec,Estudiante Universitaria,Educación Física
Viteri-García A.,1507,ute.edu.ec,"Centro de Investigación en Salud Pública y Epidemiología Clínica (CISPEC),  Universidad …","Epidemiología Clínica, Medicina Basada en la Evidencia, Guías de Práctica Clínica, Odontología Basada en la Evidencia"
Lenys Fernández,1496,puce.edu.ec,Pontificia Universidad Católico del Ecuador,Química
Floralba del Rocio Aguilar Gordon (ORCID: 0000-0002-9886-6878),1491,ups.edu.ec,Universidad Politécnica Salesiana,"Philosophy, Education, Research, ICT, Inclusive Education"
JOHANNA SANCHEZ QUEZADA,1489,ucuenca.edu.ec,"Facultad de Ciencias Químicas, Universidad de Cuenca","Energías, Hidrógeno, Biomasa"
Wilman Ismael Carrillo Terán,1488,utb.edu.ec,Universidad Técnica de Babahoyo,Food Science
Paola Gabriela Vinueza-Naranjo,1485,unach.edu.ec,Universidad Nacional de Chimborazo (UNACH) - IEEE Fellow- REMCI,"Fog Computing, Cloud Computing, Data Centers Energy Efficient, WSN, Industry 4.0"
Guadalupe del Rosario Bravo Cedeño,1484,utm.edu.ec,Docente de Psicologia de Universidad Tecnica de Manabi,"Inteligencia Emocional, Psicologia, Psicopedagogia, Ciencias Sociales, Inclusion"
Aponte PM,1480,usfq.edu.ec,"Full professor at Universidad San Francisco de Quito, USFQ","Cell Biology, Stem cells, Reproduction"
