Nombre,Citas,Correo,Afiliación,Temas de Interés
Aarón Leonel Baduy Molina,50,uleam.edu.ec,"Universidad Laica Eloy Alfaro de Manabí, Universidad Castilla de la Mancha","Mercadotecnia, marketing digital"
Ines Carrasco,50,uees.edu.ec,UEES,"Emprendimiento, educación, innovación, neuroeducación"
Juan Pablo Moreno Delgado (ORCID: 0009-0005-7251-3053),50,ups.edu.ec,DOCENTE: Universidad Politecnica Salesiana,Ciencias de la Educación
Omar Saquicela,50,ups.edu.ec,Docente de la Carrera de Psicología Clínica de la Universidad Politécnica Salesiana,Psicología Clinica
Santiago Raul Espinosa Gualotuña,49,ups.edu.ec,Professor of Power System- Electrical Engineering,"Energy Market, Renewable Energy, Power Flow, Optimization, Energy Efficiency"
Milton Salomon Jami Lema,49,ups.edu.ec,Professor of Materials Science - Universidad Politécnica Salesiana Ecuador - Mechanical …,Materials Science
Juan Carlos Morocho-Yunga,49,utpl.edu.ec,Universidad Tecnica Particular de Loja,"Semantic Web, Linked Data, Big Data"
Edwin Ulises Espinoza Piguave,49,ug.edu.ec,Profesor de Ciencias Económicas,economía
Rodrigo Proaño-Escalante,49,ute.edu.ec,"Profesor de Informática, Universidad Tecnológica Equinoccial","Inteligencia artificial, Auditoria informática, Seguridad de la información"
Cristhian Sarango (0000-0003-1303-7702),49,utpl.edu.ec,Universidad Técnica Particular de Loja - ELLEC,"Lectura, escritura, Ángel F. Rojas, Ecuadorian Literature, Migration Literature"
Mónica Vergara,49,pucese.edu.ec,Pontificia Universidad Católica del Ecuador Sede Esmeraldas,"Relaciones Internacionales, ciencias sociales y globales, inglés, lingüística"
Yris Gonzalez,49,espol.edu.ec,Escuela Superior Politecnica del Litoral,"Process Engineering, Process Simulation, Chemical Engineering"
DIANA LOPEZ - MOLINA,49,ucuenca.edu.ec,Professor - Universidad de Cuenca,"tourism, destination management, tourism development"
NICOLAS ELIAS VILLAVICENCIO BERMUDEZ,49,cu.ucsg.edu.ec,Universidad Católica de Santiago de Guayaquil,"Proyectos, Educación, Neuromarketing, Tecnología"
Tatiana Alexandra Cabrera Silva,49,ute.edu.ec,UNIACC,"diseño, arte, comunicación, branding, social media"
Victor Velepucha,49,epn.edu.ec,Ph.D. Student at Escuela Politécnica Nacional,Software Engineering
"Javier Patricio, Cadena-Silva",49,uleam.edu.ec,"Profesor de Contabilidad y Auditoria, Universidad Laica Eloy Alfaro de Manabí Extensión en …","Contabilidad y Auditoria, Economía y Finanzas, Administración de Empresas"
Sebastián Cárdenas Zambrano,49,uees.edu.ec,"Profesor de economía y ciencias de la empresa, Universidad Espíritu Santo","Internacionalización, comercio Internacional, microeconomía"
VÍCTOR ALEJANDRO BOSQUEZ BARCENES,49,ueb.edu.ec,Universidad Estatal de Bolívar,"computación afectiva, Educación virtual, E-learning, Educación, TICs"
Patricia Maria Salazar Torres,49,cu.ucsg.edu.ec,"Profesora, Universidad Católica de Santiago de Guayaquil","equidad de genero, emprendimiento social, contabilidad"
Pablo Medina P.,49,usfq.edu.ec,"Lecturer, Universidad San Francisco de Quito","Institutions, Political stability, International relations theory, International security, Public policy"
Juan Pablo Cuenca Tapia,49,ucacue.edu.ec,Profesor,Tics
Jose David Aguilar Maldonado,49,ucacue.edu.ec,docente de patología y cirugía Universidad Catolica de cuenca Sede Azogues,"Patologia Oral, Cirugia Oral, Implantologia bucal"
Daniel Mancero-Castillo,49,uagraria.edu.ec,Investigador Universidad Agraria del Ecuador,"mejoramiento genético, producción y manejo de frutales"
Washington Garcia Quilachamin,49,uleam.edu.ec,"Universidad Laica Eloy Alfaro de Manabi, Universidad Nacional Mayor de San Marcos","Ciencias de la Computación, IoT, Redes Inteligentes, Deep Learning, Machine Learning"
Luisa Herrera Rivas,49,ug.edu.ec,profesor de mercadotecnica digital,Ciencias sociales
Javier Vire Riascos,49,unl.edu.ec,"Universidad de Málaga (doctorando), Universidad Nacional de Loja","Relaciones públicas, medición y evaluación, comunicación estratégica, comunicación interna"
JORGE LUIS CEPEDA MIRANDA,49,uisek.edu.ec,"Profesor Diseño Asistido por Computador, Universidad Internacional SEK","Ingeniería Asistida por computador, Optimización estructural"
JEAN TELMO MENDOZA MERA,49,pucem.edu.ec,,
JOSE REYNALDO ZAMBRANO MENDOZA,49,pucem.edu.ec,Docente de Informatica,Educacion
Jorge Edison Lascano,49,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,Computer Science
PAMELA CRIOLLO-BARREROS,49,pucesd.edu.ec,Alumna de comunicaciòn Social,Literatura latinoamericana
DIANA MARICELA BERMUDEZ SANTANA,49,uti.edu.ec,DOCENTE DE DERECHO,"DERECHO PENAL, DELITOS EN PARTICULAR, CIRCUNSTANCIAS DE LA INFRACCIÓN, HISTORIA DEL DERECHO, JURISDICCIÓN Y COMPETENCIA"
DANNY MELITON MEZA ARGUELLO,49,utelvt.edu.ec,Catedrático e Investigador Académico,Educación Filosofía e Investigación
Oskary Zambrano,49,unemi.edu.ec,Profesora de Derecho en la Universidad Estatal de Milagro,"Derecho, Administración, Políticas Públicas, Innovación"
Jorge Delgado Altamirano,49,unach.edu.ec,Universidad Nacional de Chimborazo,"Modelo de gobierno de datos, Big Data, Healthcare framework, Fog Computing"
jhofre medina,49,unl.edu.ec,,"quimica, electronicqa"
CARMEN JACQUELINE OROZCO TORRES,49,tsachila.edu.ec,Profesor de química. Instituto Superior Tecnológico Tsachila,Quimica
María Marjorie Zambrano Intriago,49,utm.edu.ec,Docente de Universidad Técnica de Manabí,"Contabilidad, Auditoría Control Interno, Finanzas, Tributación, Talento Humano"
DORIS ZUNIGA,49,utelvt.edu.ec,Estudiante de la carrera trabajo social universidad Luis Vargas Torres,"Trabajo Social, Psicología, Política Social, Ética, Intervención"
Holger Cevallos Ulloa,49,espol.edu.ec,"Profesor, Escuela Superior Politécnica del Litoral",Sistemas eléctricos de potencia
Alberto Tama Franco,49,espol.edu.ec,"Professor of Sustainability in electricity generation, transmission and distribution, UCMA","Renewables Energies, Sustainable Development, Non-conventional Renewable Energies"
CRISTIAN SANTIAGO JIMENEZ JACOME,49,utc.edu.ec,Profesor Agronomía,"Agronomía, Sanidad Vegetal, Salud y Seguridad Ocupacional"
Mario Paúl Simbaña Haro,49,uti.edu.ec,Universidad Tecnológica Indoamérica,"educación, estrategias didácticas, currículo"
MARYURI MISHELL OCHOA TUMBACO,49,unemi.edu.ec,estudiande de Educacion Milagros,
DIGMAR LAJONES ALFREDO BONE,49,utelvt.edu.ec,UNIVERSIDAD TÉCNICA LUIS VARGAS TORRES,Bosques y Recursos Naturales
DIANA VERONICA VELIZ ZAMORA,49,uteq.edu.ec,"Universidad Técnica Estatal de Quevedo-(UTEQ), Quevedo, Los Ríos, Ecuador","Fisiología Vegetal, Horticultura, Nutrición Vegetal"
Edisson Wilfrido Cuenca Cuenca,49,utm.edu.ec,"Universidad Técnica de Manabí, Facultad de Ingeniería Agronómica","Fertilidad de suelos y nutrición de plantas, manejo de suelos"
Liliana Corozo Quiñonez ORCID 0000-0002-3619-9598,49,utm.edu.ec,Universidad Técnica de Manabí,"Agronomía, genética, fitomejoramiento, biotecnología"
Hugo Vallejos-Alvarez (https://orcid.org/0000-0003-3232-2381),49,utn.edu.ec,Universidad Técnica del Norte,Agricola
Ivan Fernando Huacho,49,espoch.edu.ec,"Profesor de Química, ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO",Química
Washington Quintero,49,ug.edu.ec,UNIVERSIDAD DE GUAYAQUIL,"Distribución, Pobreza, Metodos cuantitativos, Macroeconomía y Microeconomía"
Dra. Margoth Villegas  PhD,49,unesum.edu.ec,"Posgrado, Universidad Estatal del Sur de Manabí",Educación y formación en enfermería
Ruth Mendoza Paguay,49,ug.edu.ec,Estudiante de la Universidad de Guayaquil,"Educación Emocional, Pedagogía, Habilidades para la vida"
Enith Elizabeth Quezada Loaiza,49,utpl.edu.ec,Docente investigador,"educación, inclusión, inteligencia emocional"
PATRICIO JAVIER CRESPO SANCHEZ,49,ucuenca.edu.ec,,Tracers hydrology
Rothman Josue Lopez-Garces,49,uta.edu.ec,"Estudiante, Universidad Tecnica  De Ambato",Laboratorio Clinico
Angela Aldaz Quiroz,49,uleam.edu.ec,"Profesora de Derecho Civil, Universidad Laica Eloy Alfaro",Derecho Civil
RODRÍGUEZ CONTRERAS AARÓN,49,ug.edu.ec,Universidad de Guayaquil,PEDAGOGÍA DE INFORMÁTICA
Diego E. Zambrano Pazmiño,49,espam.edu.ec,"Profesor, Escuela Superior Politécnica Agropecuaria de Manabí, http://www.espam.edu.ec/","Bacterias, Enzimas, Insumos biológicos"
EDIE GABRIEL MOLINA CUASAPAZ,49,utc.edu.ec,"profesor de Genética, Universidad Técnica de Cotopaxi",Animal breeding
Bryan Caballero,49,utm.edu.ec,"Estudiante, Universidad Técnica de Manabi",ingeniería eléctrica
Liuvan Herrera Carpio,49,unach.edu.ec,"Docente de la carrera de Pedagogía de la Lengua y la Literatura, Universidad Nacional de …","Estudios literarios, artes y humanidades"
Juan Carlos Cedeño Rodríguez,49,ug.edu.ec,Universidad de Guayaquil,
Juan Pablo Mazón Naranjo,49,unach.edu.ec,Docente,"psicologia, psicoterapia, neuropsicologia, neurociencias"
JORGE ALBA ROJAS,49,uea.edu.ec,Universidad Estatal Amazónica,"agronomía, suelos, fitotecnia"
Andrea Lisette Ruiz Velez,49,sangregorio.edu.ec,"Profesora, Universidad San Gregorio de Portoviejo",habilidades gerenciales
WILMER CLEMENTE CUNUHAY CUCHIPE,49,utc.edu.ec,Universidad Técnica de Cotopaxi,"Base de Datos, Análisis y Diseño de Sistemas, Seguridad Informática, Redes"
Anna Vincenza Nufrio,48,ucuenca.edu.ec,"Prometeo Senior Researcher, Universidad de Cuenca, Cuenca, Ecuador","Regional studies, Micro-regional plannig, Territorial cohesion and cooperation"
Gabriela Isabel Araujo Ochoa,48,ups.edu.ec,Professor of Managment - Universidad Politécnica Salesiana Ecuador - Business …,"Entrepreneurship, Business Administration, Business Communication"
MILTON EDUARDO ESCOBAR SÁNCHEZ,48,espe.edu.ec,"Docente de la Facultad de Ingeniería de Software, Universidad de las Fuerzas Armadas …","Ingeniería de Software, Inteligencia Artificial, Seguridad Informática."
Juan Carlos  Olives,48,upse.edu.ec,Docente de la UPSE,"Economia, Estadistica"
Ariana Daniela Del Pino Espinoza (https://orcid.org/ 0000-0002-0629-2994),48,espol.edu.ec,"FADCOM, Escuela Superior Politecnica del Litoral (ROR 04qenc566), Ecuador","Design, Marketing, eBranding, eUniversity, eCommunication"
Vinicio Ramón,48,unibe.edu.ec,Universidad Iberoamericana del Ecuador,"Inteligencia, Desarrollo del Pensamiento, Liderazgo"
OMAR SANTIAGO ANDRADE GUZMAN,48,ucuenca.edu.ec,universidad de cuenca,microbiologia
Jorge Luis Delgado Salazar,48,cu.ucsg.edu.ec,Universidad Católica de Santiago de Guayaquil,Economía del desarrollo
Daniel Ochoa Donoso (orcid  0000-0003-2707-7457 ),48,fiec.espol.edu.ec,Escuela Superior Politecnica del Litoral (ROR 04qenc566),"Data mining, computer vision, robotics"
Yenny Moreno,48,unl.edu.ec,Profesor de Contabilidad y Finanzas,"contabilidad, finanzas"
CAROLINA VERZOSI VARGAS,48,ug.edu.ec,,"Economía Social, Políticas Públicas, Desarrollo Humano, Emprendimiento, Género"
jorge cisneros,48,uti.edu.ec,profesor de Psicología,educación y psicología
Eulalia Becerra,48,uti.edu.ec,docente de educacion a distancia,educación
Deinier Ros Alvarez,48,uniandes.edu.ec,"Profesor de Derecho, Universidad de Salamanca y Universidad Regional Autónoma de los …","Derecho Constitucional, Psicología Criminal, Derechos Humanos"
María Elena Morales Navas,48,ups.edu.ec,Universidad Politécnica Salesiana,"Industrias, lógica matemáticas, Ética, Deontología"
Jorge David Mantilla,48,uotavalo.edu.ec,Universidad de Otavalo,"anthropology, migration studies"
David Ortega Jiménez,48,utpl.edu.ec,Universidad Técnica Particular de Loja,"psicología de las organizaciones, riesgos psicosociales"
Andrea Ochoa,48,ucacue.edu.ec,"Carrera de Medicina, Universidad Catolica de Cuenca",Medicina Interna
Julio César Palma Vidal,48,itsjba.edu.ec,Instituto Superior Tecnológico Juan Bautista Aguirre,"Sistemas, Telecomunicaciones"
Rex Típton Sosa Freire,48,uce.edu.ec,"Profesor de Historia, Universidad Central del Ecuador","Historia colonial ecuatoriana, símbología y universidades"
Rafael Patiño Astudillo,48,ucacue.edu.ec,Proyectos de Desarrollo,"Economía, Planificación, Desarrollo, Proyectos"
Nelson René Ortiz Naveda,48,uea.edu.ec,"Universidad Estatal Amazónica, Facultad de Ciencias de la Tierra","Reproducción animal, producción animal, sanidad animal"
Jhimmy Andrés Gutiérrez Santana,48,utm.edu.ec,"Docente Agregado, Universidad Técnica de Manabí",Psicología
Engels Ortega,48,uleam.edu.ec,"Profesor Diseño Gráfico, Universidad del Zulia y Universidad Laica Eloy Alfaro de Manabí","Arquitectura, Diseño Gráfico, Comunicación Visual, Web, Usabilidad"
Amada Cesibel Ochoa Pineda,48,uazuay.edu.ec,Universidad del Azuay,"sexualidad, psicología, filosofía"
Wazhington Bladimir Proaño Rivera,48,uazuay.edu.ec,PROFESOR DE FINANZAS,"FINANZAS, ESTADISTICA, MICROECONOMIA, MACROECONOMIA"
Tania Guffante,48,unach.edu.ec,Universidad Nacional de Chimborazo,"Educación, Sociología"
Paola Arguello-Hernández,48,espoch.edu.ec,"Professor of food science, Escuela Superior Politécnica de Chimborazo","Food science, food technology"
Paola Peña Altamirano,48,ikiam.edu.ec,Universidad Tecnológica Indoamérica,Botánica y ecología.
Jorge Luis González Yannuzzelli,48,insluistello.edu.ec,Instituto Superior Tecnológico Luis Tello,Marketing_Emprendimiento_Educación
Efrain Teran (ORCID: 0000-0001-9472-6424),48,espol.edu.ec,Escuela Superior Politecnica del Litoral,"robotics, machine design, mechatronics, simulation"
Bryan Fernando Rivadeneira-Mendoza,48,utm.edu.ec,"Laboratorio de Análisis Químicos y Biotecnológicos, Instituto de Investigación, Universidad …","* Synthesis of new materials (MOF, COF and LHD)"
Santiago Morales C.,48,uce.edu.ec,Universidad Central del Ecuador,ANALITICA DE DATOS
kevin leon,48,est.ucacue.edu.ec,estudiante,ingenieria civil
Bolívar Paredes-Beltran,48,uta.edu.ec,"Universidad Técnica de Ambato, Universidad Politécnica de Madrid","Hidrología, Cambio climático, Disponibilidad de agua"
JOHANNA ISABEL BARRIGA FRAY,48,uteq.edu.ec,"Profesor de Inglés, Universidad Técnica Estatal de Quevedo",Inglés
gustavo robles,48,utelvt.edu.ec,profesor,contabilidad y auditoria
Fausto Calderon,48,upse.edu.ec,Universidad Estatal Peninsula de Santa Elena,"Administracion de empresas, Economia"
Luis Garzon,48,utn.edu.ec,"Profesor, Universidad Técnica del Norte",Mecanica
Gabriela Eljuri,48,uazuay.edu.ec,Profesora investigadora de la Universidad del Azuay,"antropología, patrimonio cultural, antropología urbana, artes populares"
Jorge Luis Armijos Carrión,48,utmachala.edu.ec,Universidad Técnica de Machala,"Informática, Entornos Virtuales de Aprendizajes, Metaversos, Mundos Virtuales, Tecnología Educativa"
Xiomara Caycedo Casas,48,uleam.edu.ec,Docente Universitario,"Terapia Ocupacional, rehablitiación, neurorehabilitación, psicomotricidad"
Carmen Amelia Salvador Pinos,48,uce.edu.ec,Universidad Central del Ecuador,"Biotechnology, bacteria, genetic, health"
Franz Del Pozo,48,uce.edu.ec,Universidad Central del Ecuador,"Productividad, DEA, Modelos Matemáticos, Educación"
Ronald Isaac Quijano Suarez,48,uagraria.edu.ec,Universidad agraria del Ecuador,"oceanografia, medio ambiente, contaminacion atmosferica"
CESAR AMORES,48,uce.edu.ec,"Profesor, Universidad Central del Ecuador","Demografía, Estadística, Demoscopia"
"AB. CARMEN MARIA DELGADO ALCÌVAR, MG.",48,uleam.edu.ec,"Universidad Laica ""Eloy Alfaro de Manabì""",Notarial Registral
Laura Joza Mejía,48,uleam.edu.ec,"Profesora de Derecho Procesal Civil, Universidad Laica Eloy Alfaro de Manabí","Procedimiento civil, Código Orgánico General de Procesos"
CATALINA MONSERRATH RODAS VAZQUEZ,48,ucuenca.edu.ec,"Arquitecta Investigadora, Universidad de Cuenca","Architecture, Cultural Heritage, Heritage Conservation, Environment, Construction"
Maria Amelia Bravo Giler,48,utm.edu.ec,"Profesor de Gestión de Talento Humano, Universidad Técnica de Manabí",Administración-Economía
Milton García Tobar (ORCID: 0000-0002-1263-7602),48,ups.edu.ec,Universidad Politécnica Salesiana,"Oil Analys, Tribology, Mechanical Engineering, Thermofluids, Mathematics"
Jaime Guzmán Martínez,48,puce.edu.ec,"Docente e Investigador, Pontificia Universidad Católica del Ecuador","Diseño Sostenible, Diseño Estratégico, Gestión del Diseño, Ética en el Diseño, Costos del diseño"
Estefany Carolina Romero Carrera,48,uti.edu.ec,Técnico Docente,
Yolanda Elizabeth Salazar Granizo,48,unach.edu.ec,Universidad Nacional de Chimborazo,"Salud, Enfermería, Investigación, Medicina Clínica"
DARWIN GUILLERMO PATIÑO PEREZ,48,ug.edu.ec,"Profesor de Inteligencia Artificial, Universidad de Guayaquil","Machine Learning, Health Technologies, Computational Modeling, Mechanics and Composites"
MABEL ESPERANZA ANDRADE GUERRERO,48,unemi.edu.ec,UNEMI,EDUCACIÓN
BOLIVAR ENRIQUE VILLALTA JADAN,48,uniandes.edu.ec,DOCENTE DE UNIANDES,Sistemas - Software
roberto martinez,48,ug.edu.ec,Universidad de Guayaquil,"finanzas, contabilidad, sistemas de información, investigación"
Mao Garzón Quiroz,47,ecotec.edu.ec,Universidad Ecotec,"Marketing y Publicidad Digital, inteligencia artificial, Realidad Virtual, Metaverso"
Pablo Jimenez-Ayora,47,udla.edu.ec,"Universidad de Las Américas, Ecuador","Political Economy, Development Economics, Regional Economics, Applied Econometrics"
Xavier Mauricio Rea-Peñafiel (https://orcid.org/ 0000-0002-2913-6759),47,utn.edu.ec,Universidad Técnica del Norte,"arquitectura de software, tecnologías web, linux, open source, SOA"
Mirna Oviedo,47,utm.edu.ec,Universidad Técnica de Manabí,"Parasitología, Taxonomía, Biodiversidad, Biología"
Elsa Sulay Mora-Muñoz,47,utn.edu.ec,Universidad Técnica del Norte,Textil
Mirella Correa-Peralta,47,unemi.edu.ec,Universidad Estatal de Milagro,"educación, administración, education, managment, e-learning"
Julio César Cuenca Tinitana,47,unl.edu.ec,Universidad Nacional de Loja,Automatización y Control
WALTER MARCELO BERNAL ARELLANO,47,ucuenca.edu.ec,"Docente investigador, Universidad de Cuenca","Psychology, Mental Health, Reading and Brain, EFL"
Arnoldo Eliezer Alfonzo Marín,47,utm.edu.ec,Especialista en Pedagogía de la Educación Física y el Deporte.,"Educación Física, Entrenamiento Deportivo, Pedagogía, Didáctica."
Pablo Israel Gavilanes López,47,espam.edu.ec,"Profesor de procesos de alimentos, universidad ESPAM","Alimentos funcionales, antioxidantes, lácteos, cárnicos"
Geomayra Stefania Delgado Veloz,47,cu.ucsg.edu.ec,"Universidad de Zulia, Universidad Católica de Santiago de Guayaquil","Medicina Familiar, Clínica, Cirugía"
Maritza Villacis,47,uti.edu.ec,"Docente Departamento de Idiomas ,Universidad Tecnológica Indoamerica",Enseñanza de lenguas
Ana Jacome,47,udla.edu.ec,Universidad de las Américas,"clinical psychology, forensic psychology, addictions, drug policy, social representations"
Diego Fernando Mina Chalá,47,pucesi.edu.ec,"Master's, research associate IRD Ecuador","Agronomy, Entomology, Agroecology, Pest Management"
Félix Estrella (ORCID: 0000-0002-0703-0056),47,espol.edu.ec,"ESPOL Polytechnic University, Escuela Superior Politécnica del Litoral, ESPOL, (ROR …",English as a foreign/second language writing
María Elena Sosa Sosa,47,uce.edu.ec,profesora Universidad Central del Ecuador,"Turismo gastronómico, Turismo rural, Desarrollo regional"
Rodrigo Duarte-Casar,47,pucesm.edu.ec,PUCE Manabí,Gastronomy
Gabriela Moya M.,47,indoamerica.edu.ec,Universidad Tecnológica Indoamérica,"botany, ecology, ethnobotany, taxonomy"
"Andrade-Tacuri, Carlos-Fernando ORCID: 0000-0003-3983-1314",47,ucacue.edu.ec,UNIVERSIDAD CATÓLICA DE CUENCA,"Biología Molecular, Microbiología"
Jose Luis Lopez Salazar,47,espoch.edu.ec,Profesor,"Innovacion, Emprendimiento"
Edmundo Daniel Quinto Ochoa,47,uagraria.edu.ec,Docente,"Tecnología, Educación, Idiomas"
Ronnie Xavier Lizano Acevedo (ORCID: 0000-0002-9490-8882),47,ups.edu.ec,"Coordinador del Grupo de Investigación en Ciencias Ambientales, Universidad Politécnica …","agroecology, food systems, social metabolism, rural development"
Hugo Enrique Mendoza Armijos,47,istla.edu.ec,Rector - Instituto Superior Tecnológico Los Andes,"Educación, Derecho, Administración, Contabilidad, Sociales"
Cristina Barzallo Neira,47,ucuenca.edu.ec,Universidad de Cuenca,"turismo gastronómico, foodies, destinos turísticos, competitividad"
Jairo Intriago Torres,47,uleam.edu.ec,,
Lindsay GARCIA,47,cu.ucsg.edu.ec,Universidad Católica Santiago de Guayaquil,
ELSA KARINA YUCAILLA CALUCHO,47,unemi.edu.ec,UNEMI,TEORIA DE CAMPO
Rodger Benjamín  Salazar Loor,47,uteq.edu.ec,Universidad Técnica Estatal de Quevedo,"Diseño Mecánico, Mecánica de Materiales, Simulación computacional"
Santiago Vayas Castro,47,uta.edu.ec,"Profesor de Derecho, Universidad Técnica de Ambato",Derecho
Galo Vásconez,47,unach.edu.ec,"Profesor de comunicación, Universidad Nacional de Chimborazo","cine, comunicación, audiovisual, televisión"
Rosa del Rocío Pinargote Chancay,47,unesum.edu.ec,Profesora titular de la Universidad Estatal del Sur de Manabí,"Enfermería, Salud Pública, Epidemiología, Tuberculosis"
LUZMILA DE JESUS CARVAJAL ANDRADE,47,unemi.edu.ec,Estudiante UNEMI,"Enfermería, psicología, capellán"
GLORIA MARITZA VALENCIA VIVAS,47,espe.edu.ec,"Docente de Informática, Universidad de las Fuerzas Armadas ESPE","Herramientas Web, Pymes, TICS, TI, Actualización Informática"
MIRIAN CARRANZA,47,uta.edu.ec,DOCENTE CONTABILIDAD Y FINANZAS,CONTABILIDAD Y FINANZAS
Julio Johnny Regalado Jalca,47,unesum.edu.ec,"Profesor de Informatica, Universidad Estatal del Sur de Manabí","Programacion, Redes, Base de Datos, Matematica, Estadistica"
Isabel De Los Ángeles García Farfán,47,utm.edu.ec,"Profesora de Inglés, Universidad Técnica de Manabí","inglés para fines específicos, didáctica, enseñanza de español"
Victor Hugo Del Corral Villarroel,47,uea.edu.ec,Universidad Estatal Amazónica - Universidad de la Habana,Turismo - Economía - Sostenibilidad …
Ramon Raul Macias Chila,47,uleam.edu.ec,UNIVERSIDA LAICA ELOY ALFARO DE MANABI,"Bioestadistica, biotecnologia, estadistica, inteligencia artificial"
David Zapata,47,uniandes.edu.ec,Profesor Odontologia y Ortodoncia,"Odontologia, ortodoncia"
Erika Elizabeth Rovayo Ojeda,47,uta.edu.ec,Estudiante,"Medicina, Ciencia"
Francisco Javier Velasquez Intriago,47,espam.edu.ec,Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López. Calceta …,Ciencias Ambientales
GLEISTON CICERÓN GUERRERO ULLOA,47,uteq.edu.ec,Universidad Técnica Estatal de Quevedo,Software Engineering
Kelly P. Loaiza Sánchez,47,unae.edu.ec,Universidad Nacional de Educación,"Investigación educativa, formación docente, hábitos culturales"
Jimmy Gabriel Diaz Cueva,47,utmachala.edu.ec,"Docente Titular, Universidad Tecnica de Machala","Comercio internacional, negociaciòn internacional, competitividad, Administraciòn de empresas"
Maryuri Alexandra Zamora Cusme,47,espam.edu.ec,Escuela Superior Politécnico Agropecuaria de Manabí Manuel Félix López,"Contabilidad, Administración"
RAMIRO TRAJANO FERNANDEZ ZAMBRANO,47,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,"matemáticas, estadística, hidráulica, estructuras, hormigón"
Lescano-Galeas Nathalia Viviana,47,pucesa.edu.ec,Docente Universidad Católica del Ecuador Sede Ambato,… Alternativos de Resolución de Conflictos y …
Econ. Maria Raquel Moreno Ponce,47,unesum.edu.ec,Universidad Estatal del Sur de Manabí,"Economía, Administración de Empresas, Finanzas, Negocios, Educación"
Jorge Luis Rojas Espinoza (ORCID: 0009-0002-9798-3164),46,ups.edu.ec,Professor -Universidad Politécnica Salesiana Ecuador-Electrical,"Renewable Energies, Power Systems, Energy Efficiency, Energy Management"
Diana Elizabeth García Tumipamba (ORCID: 0000-0001-9362-9075 ),46,ups.edu.ec,Profesor Universidad Politécnica Salesiana Ecuador,"bioremediation, landfill, waste, microplastic, biotechnology"
Juan Balás León (orcid-0000-0002-2693-7825),46,ups.edu.ec,Professor of Business English - Universidad Politécnica Salesiana - Administration,"International Business, Corporate Finance"
Efrén Leandro Lema Condo,46,ups.edu.ec,Universidad Politécnica Salesiana,"IA, INGENIERIA BIOMEDICA, ROBOTICA"
Gabriela Lourdes  Vélez Bermello,46,uleam.edu.ec,Universidad Laica Eloy Alfaro de Manabí,"Fact-checking, Periodismo, Comunicación, media forensics, Periodismo de Datos"
Priscila Ruiz Alvarado,46,ucacue.edu.ec,"Coordinadora General Universidad Católica de Cuenca, Extensión Cañar","Administración. Auditaría, Contabilidad"
Florencio Iván García Álvarez,46,ucacue.edu.ec,Docente de la carrera de Administración de Empresas,"Administración, Proyectos, Planificación Estrátegica, Contabilidad"
Daniel Oswaldo Sánchez Guerrero,46,uta.edu.ec,Profesor de la Universidad Técnica de Ambato. Facultad de Ciencias Humanas y de la …,Educación
Oscar Dario León Granizo,46,ug.edu.ec,Universidad de Guayaquil,"Big Data, Data Scientist, Artificial Intelligence, Machine Learning"
MELBA LILIAN TRIANA PALMA,46,utb.edu.ec,"Universidad Técnica de Babahoyo, Licenciada en Idiomas","Inglés, Educación."
Carlos Francisco Terneus Páez,46,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,energy
LINO ARISQUETA HERRANZ,46,uisek.edu.ec,Docente Investigador Universidad Internacional SEK,"metabolismo, bases moleculares de la patología, lípidos, esteatohepatitis"
Rauny Javier Limonta Más,46,sangregorio.edu.ec,Profesor de Marketing Univ. San Gregorio Portoviejo Ecuador,"Marketing, Advertising, Publicidad, Branding, Destination image"
"Victoria Palacios Mieles, https://orcid.org/0000-0002-0567-2063",46,puce.edu.ec,"Doctora (Ph.D) Docente de Innovación Educativa, Pontificia Universidad Católica del …","Innovación educativa, Paradigma Pedagógico Ignaciano, Historia de la educación Jesuita, Ética, Axiologia"
Irene Carrillo-Mayanquer,46,utpl.edu.ec,Universidad Técnica Particular de Loja,"nutrición, sobrepeso, obesidad, pediatría, síndrome de down"
Eulalia Flor,46,uasb.edu.ec,"profesora investigadora Gestión del Desarrollo, Universidad Andina Simón Bolivar","ciencias sociales, políticas, desarrollo"
David Arroyo Bonilla,46,uce.edu.ec,Universidade Federal do Rio Grande do Sul,Periodontology
Miguel Angel Anchundia Lucas,46,upec.edu.ec,"Profesor de Ingeniería de Alimentos, Universidad Politécnica Estatal del Carchi","Microbiologia, Ciencia y Tecnologia de alimentos, Analisis de Alimentos, Evaluación Sensorial."
Eduardo Encalada,46,utpl.edu.ec,Universidad Técnica Particular de Loja,"Data Science, Big Data, Machine Learning, Learning Analytics, Linked Data"
MARCO ANTONIO PINO BEDON,46,puce.edu.ec,"Professor of Public Health, Pontifical Catholic University of Ecuador (PUCE)",Public Health
LIZAN GRENNADY AYOL PEREZ,46,unemi.edu.ec,"Profesor de Morfofisiologia, Universidad Estatal de Milagro",Medicina y Educación
Michael Valarezo Riofrio,46,unl.edu.ec,Docente de Geologìa y Minería,Ciencias de la Tierra y Ambiente
